customerID,StreamingTV,StreamingMovies
9342-VNIMQ,No,No
9851-KIELU,Yes,Yes
3523-BRGUW,No internet service,No internet service
3908-BLSYF,No,Yes
3199-NPKCN,Yes,Yes
5170-PTRKA,No,No
4661-NJEUX,No internet service,No internet service
2123-AGEEN,Yes,No
1258-YMZNM,Yes,Yes
0048-LUMLS,Yes,Yes
7549-MYGPK,Yes,No
5898-IGSLP,No,No
3804-RVTGV,Yes,Yes
6259-WJQLC,No,No
9227-LUNBG,No,No
7997-EASSD,No,No
0730-KOAVE,No,Yes
8975-SKGRX,Yes,Yes
0678-RLHVP,Yes,Yes
4315-MURBD,Yes,Yes
2267-FPIMA,No,Yes
1051-GEJLJ,No internet service,No internet service
9734-YWGEX,Yes,Yes
2719-BDAQO,Yes,Yes
5285-MVEHD,Yes,Yes
0379-DJQHR,Yes,Yes
0781-LKXBR,Yes,Yes
5543-QDCRY,Yes,No
0297-RBCSG,No,Yes
4694-PHWFW,No internet service,No internet service
0835-JKADZ,Yes,Yes
1907-UBQFC,No,No
7508-SMHXL,Yes,No
3865-YIOTT,Yes,Yes
5993-BQHEA,No internet service,No internet service
6024-RUGGH,No internet service,No internet service
6513-EECDB,No,No
3956-CJUST,No,No
4079-WWQQQ,Yes,Yes
6103-BOCOU,No,No
5149-TGWDZ,Yes,Yes
7471-WNSUF,No internet service,No internet service
8942-DBMHZ,No internet service,No internet service
4301-VVZKA,No,No
9199-PWQVC,Yes,Yes
4824-GUCBY,No,No
5393-HJZSM,No,Yes
7074-IEVOJ,No,No
9625-QSTYE,No,No
0862-PRCBS,Yes,Yes
8812-ZRHFP,No,Yes
5146-CBVOE,No,No
0454-OKRCT,No,No
5787-KXGIY,No internet service,No internet service
4750-ZRXIU,No,Yes
4198-VFOEA,No,No
6630-UJZMY,Yes,No
5709-LVOEQ,Yes,Yes
6400-BWQKW,No,No
2692-AQCPF,Yes,Yes
0347-UBKUZ,No internet service,No internet service
0835-DUUIQ,No internet service,No internet service
0811-GSDTP,No,No
7567-ECMCM,No,Yes
6115-ZTBFQ,Yes,Yes
6353-BRMMA,Yes,Yes
6680-WKXRZ,No,No
6231-WFGFH,No internet service,No internet service
9904-EHEVJ,Yes,No
7028-DVOIQ,Yes,Yes
6169-PPETC,No internet service,No internet service
4208-UFFGW,No,No
8584-KMVXD,No,No
8467-WYNSR,No,No
0851-DFJKB,No,No
5382-SOYZL,Yes,Yes
9448-REEVD,No,No
3261-CQXOL,No internet service,No internet service
8388-FYNPZ,No,No
4002-BQWPQ,No,Yes
5651-YLPRD,Yes,No
2826-DXLQO,No,No
4378-BZYFP,No internet service,No internet service
9489-UTFKA,Yes,No
4849-PYRLQ,No,Yes
9117-SHLZX,No,No
9889-TMAHG,Yes,Yes
4541-RMRLG,No internet service,No internet service
7764-BDPEE,No internet service,No internet service
3429-IFLEM,Yes,No
3158-MOERK,Yes,Yes
7294-TMAOP,Yes,Yes
5002-GCQFH,Yes,No
0556-FJEGU,Yes,No
8919-FYFQZ,No,No
0604-THJFP,Yes,Yes
2834-JRTUA,Yes,Yes
5875-YPQFJ,No,No
5879-SESNB,No,No
6646-QVXLR,Yes,Yes
6461-PPAXN,No,No
3318-ISQFQ,No internet service,No internet service
1106-HRLKZ,No internet service,No internet service
2483-XSSMZ,No,No
8603-IJWDN,No,Yes
8165-ZJRNM,No internet service,No internet service
9369-XFEHK,No,No
2604-XVDAM,No,No
3717-OFRTN,No internet service,No internet service
9046-JBFWA,No internet service,No internet service
3280-NMUVX,No internet service,No internet service
1206-EHBDD,No,No
8361-LBRDI,No internet service,No internet service
4883-KCPZJ,No internet service,No internet service
9108-EQPNQ,No internet service,No internet service
7277-KAMWT,No internet service,No internet service
3842-IYKUE,No,No
6641-XRPSU,No,No
1374-DMZUI,Yes,Yes
2545-LXYVJ,No internet service,No internet service
3234-VKACU,Yes,Yes
8357-EQXFO,Yes,Yes
1989-PRJHP,No,No
8120-JDCAM,No,No
8917-FAEMR,No internet service,No internet service
7047-YXDMZ,No internet service,No internet service
2858-EIMXH,Yes,Yes
9524-EGPJC,No,Yes
6993-OHLXR,No,No
8818-XYFCQ,Yes,Yes
6419-ZTTLE,No internet service,No internet service
0929-HYQEW,No,No
6614-YOLAC,Yes,Yes
7426-RHZGU,Yes,Yes
4065-JJAVA,No,No
4695-VADHF,No,Yes
3863-IUBJR,No,Yes
7649-SIJJF,No,Yes
9361-YNQWJ,No internet service,No internet service
3748-FVMZZ,No,Yes
9391-TTOYH,No internet service,No internet service
1452-XRSJV,No,No
3422-WJOYD,No,No
8242-SOQUO,Yes,No
7460-ITWWP,No,Yes
7147-AYBAA,No,No
7868-TMWMZ,Yes,Yes
4822-RVYBB,Yes,Yes
6732-FZUGP,Yes,No
8436-BJUMM,Yes,No
4184-TJFAN,Yes,No
8329-GWVPJ,No,No
1352-VHKAJ,Yes,Yes
4145-UQXUQ,Yes,Yes
2632-TACXW,No internet service,No internet service
8146-QQKZH,Yes,Yes
1767-CJKBA,No internet service,No internet service
6445-TNRXS,Yes,Yes
4581-LNWUM,Yes,Yes
4869-EPIUS,No,Yes
9948-YPTDG,No,No
1236-WFCDV,Yes,Yes
1915-OAKWD,No internet service,No internet service
7296-PIXQY,No,No
4883-QICIH,No,No
3354-OADJP,No,No
3524-WQDSG,Yes,Yes
0810-DHDBD,Yes,No
4026-SKKHW,No,No
2829-HYVZP,No internet service,No internet service
8329-IBCTI,No internet service,No internet service
1271-SJBGZ,No,Yes
3845-JHAMY,No,Yes
7013-PSXHK,Yes,Yes
5669-SRAIP,No,Yes
5981-ITEMU,Yes,Yes
3486-NPGST,No internet service,No internet service
6941-PMGEP,No,Yes
1624-WOIWJ,Yes,No
2074-GKOWZ,Yes,Yes
0376-YMCJC,Yes,No
6100-FJZDG,No internet service,No internet service
4829-ZLJTK,Yes,Yes
1730-VFMWO,No,No
7143-BQIBA,Yes,No
3800-LYTRK,No,No
0634-SZPQA,Yes,No
9646-NMHXE,No internet service,No internet service
7030-NJVDP,No,Yes
5536-RTPWK,Yes,Yes
8883-GRDWQ,No,No
6166-ILMNY,No,No
3097-NNSPB,No,No
7771-ZONAT,Yes,Yes
0655-RBDUG,Yes,Yes
2111-DWYHN,No internet service,No internet service
4194-WHFCB,No,Yes
4121-AGSIN,No internet service,No internet service
4361-BKAXE,Yes,Yes
9845-PEEKO,No,No
0455-XFASS,No,No
0301-KOBTQ,No internet service,No internet service
1751-NCDLI,Yes,Yes
4367-NUYAO,No internet service,No internet service
9878-TNQGW,No,Yes
9170-ARBTB,No internet service,No internet service
4441-NIHPT,No,No
8999-BOHSE,Yes,Yes
7241-AJHFS,No,No
7029-RPUAV,Yes,Yes
4546-FOKWR,No,No
9036-CSKBW,Yes,Yes
5832-TRLPB,Yes,Yes
8590-YFFQO,No,No
8659-IOOPU,No,Yes
1338-CECEE,Yes,No
7439-DKZTW,Yes,No
4646-QZXTF,Yes,Yes
4607-CHPCA,Yes,Yes
9742-XOKTS,No,No
6921-OZMFH,No,No
9578-FOMUK,No internet service,No internet service
4712-UYOOI,No internet service,No internet service
8824-RWFXJ,No,No
7722-CVFXN,Yes,Yes
8717-VCTXJ,No internet service,No internet service
7363-QTBIW,No,Yes
4159-NAAIX,Yes,Yes
0971-QIFJK,No internet service,No internet service
9397-TZSHA,No internet service,No internet service
3391-JSQEW,No,No
0343-QLUZP,No,No
9763-PDTKK,No,Yes
2176-LVPNX,Yes,Yes
7627-JKIAZ,No,No
3312-UUMZW,Yes,Yes
1271-UODNO,No,No
8461-EFQYM,No internet service,No internet service
6900-RBKER,No,Yes
6891-JPYFF,Yes,Yes
1459-QNFQT,Yes,Yes
1047-NNCBF,No,No
3696-XRIEN,Yes,Yes
4081-DYXAV,Yes,Yes
0074-HDKDG,No,No
8791-GFXLZ,No,No
8111-SLLHI,Yes,Yes
0927-LCSMG,No,No
9330-DHBFL,No,No
0098-BOWSO,No internet service,No internet service
3452-ABWRL,Yes,No
5859-HZYLF,No internet service,No internet service
8257-RZAHR,Yes,No
5293-WXJAK,Yes,Yes
3156-QLHBO,No internet service,No internet service
2208-NQBCT,No,No
1779-PWPMG,Yes,Yes
6621-NRZAK,No internet service,No internet service
0831-JNISG,No internet service,No internet service
0774-IFUVM,Yes,No
3082-WQRVY,No internet service,No internet service
9553-DLCLU,Yes,Yes
1641-BYBTK,No internet service,No internet service
2460-NGXBJ,No,No
2446-ZKVAF,No,No
0841-NULXI,No,Yes
3522-CDKHF,No,No
1430-SFQSA,No,No
0411-EZJZE,Yes,No
7851-WZEKY,Yes,Yes
8844-TONUD,Yes,Yes
8807-ARQET,No,Yes
8992-CEUEN,No internet service,No internet service
4320-QMLLA,Yes,No
8777-PVYGU,Yes,No
8292-ITGYJ,No internet service,No internet service
6870-ZWMNX,Yes,No
0621-CXBKL,No internet service,No internet service
5268-DSMNQ,Yes,No
5334-JLAXU,No,Yes
4086-YQSNZ,Yes,No
6242-MBHPK,Yes,Yes
5868-CZJDR,No,No
9359-UGBTK,No,Yes
0135-NMXAP,Yes,No
4782-OSFXZ,No,Yes
6479-OAUSD,No internet service,No internet service
7129-ACFOG,No,No
4189-NAKJS,No,No
5562-BETPV,No internet service,No internet service
1282-IHQAC,Yes,No
9127-FHJBZ,Yes,Yes
6270-OMFIW,Yes,Yes
1641-RQDAY,Yes,Yes
0107-WESLM,No internet service,No internet service
6994-ORCWG,No,No
1346-UFHAX,No,No
3992-YWPKO,Yes,Yes
2933-XEUJM,Yes,Yes
0125-LZQXK,Yes,Yes
5461-QKNTN,Yes,No
4835-YSJMR,No,No
8399-YNDCH,Yes,No
3164-YAXFY,Yes,Yes
0887-WBJVH,Yes,Yes
4660-IRIBM,Yes,No
5673-FSSMF,No,Yes
7670-ZBPOQ,No,No
8089-UZWLX,Yes,Yes
0080-OROZO,Yes,Yes
3916-NRPAP,No,Yes
6807-SIWJI,Yes,Yes
8221-HVAYI,No,No
1579-KLYDT,Yes,No
5232-NXPAY,Yes,Yes
8967-SZQAS,No,No
4468-KAZHE,No,Yes
0455-ENTCR,Yes,Yes
8944-AILEF,No internet service,No internet service
5542-NKVRU,No internet service,No internet service
7126-RBHSD,No,No
5370-IIVVL,Yes,Yes
6789-HJBWG,No,No
3927-NLNRY,Yes,Yes
9087-EYCPR,No internet service,No internet service
6791-YBNAK,No,No
6358-LYNGM,No,No
6077-BDPXA,No,No
0013-MHZWF,Yes,Yes
5494-HECPR,Yes,No
8268-YDIXR,No,No
9824-BEMCV,No,No
1373-ORVIZ,No,Yes
4291-SHSBH,No,No
6980-IMXXE,No internet service,No internet service
9866-QEVEE,No,Yes
9897-KXHCM,No,Yes
0040-HALCW,No internet service,No internet service
0784-GTUUK,No internet service,No internet service
7979-CORPM,Yes,No
2294-DMMUS,Yes,Yes
0872-JCPIB,No,Yes
3055-MJDSB,No,No
9091-WTUUY,Yes,No
1618-CFHME,No,No
3165-HDOEW,No,No
6581-NQCBA,Yes,Yes
7115-IRDHS,No internet service,No internet service
8496-DMZUK,No,No
2040-VZIKE,Yes,Yes
9068-VPWQQ,No,Yes
0178-SZBHO,Yes,No
0384-RVBPI,No,Yes
1689-MRZQR,Yes,No
1299-AURJA,No internet service,No internet service
4525-VZCZG,Yes,Yes
1543-LLLFT,Yes,No
5835-BEQEU,No,No
2788-CJQAQ,No internet service,No internet service
5565-FILXA,Yes,Yes
0319-QZTCO,Yes,No
2120-SMPEX,No internet service,No internet service
0096-FCPUF,No,Yes
0668-OGMHD,No,No
5552-ZNFSJ,No,No
2223-KAGMX,No internet service,No internet service
6507-ZJSUR,Yes,Yes
9408-HRXRK,Yes,Yes
5593-SUAOO,No,No
7321-PKUYW,Yes,No
2833-SLKDQ,No,No
6766-HFKLA,Yes,Yes
7595-EUIVN,No,No
7617-EYGLW,No internet service,No internet service
2026-TGDHM,No,Yes
9220-ZNKJI,Yes,No
4030-VPZBD,No,No
2226-ICFDO,Yes,Yes
0723-VSOBE,No,Yes
5529-GIBVH,No internet service,No internet service
4187-CINZD,Yes,Yes
9992-UJOEL,No,No
4741-WWJQZ,No,No
6625-UTXEW,No,No
6818-WOBHJ,No,Yes
6244-BESBM,Yes,Yes
1004-NOZNR,Yes,Yes
1251-STYSZ,No,No
2612-PHGOX,Yes,No
2408-TZMJL,Yes,Yes
8480-PPONV,Yes,Yes
8780-IHCRN,No internet service,No internet service
4598-ZADCK,Yes,No
1257-SXUXQ,No internet service,No internet service
9681-KYGYB,No,No
7182-OVLBJ,Yes,Yes
5095-ETBRJ,No,No
7005-CYUIL,Yes,No
4821-WQOYN,No internet service,No internet service
4730-AWNAU,Yes,Yes
3452-FLHYD,No internet service,No internet service
2388-LAESQ,Yes,Yes
9531-NSBMR,No internet service,No internet service
6260-ONULR,Yes,Yes
4389-UEFCZ,Yes,Yes
8711-LOBKY,No internet service,No internet service
9134-CEQMF,Yes,Yes
8985-OOPOS,Yes,Yes
8800-ZKRFW,Yes,Yes
2616-FLVQC,No internet service,No internet service
9968-FFVVH,No,No
3108-PCCGG,Yes,Yes
7993-PYKOF,No,No
8390-FESFV,Yes,Yes
3022-BEXHZ,Yes,Yes
5027-XWQHA,No,No
6248-TKCQV,Yes,Yes
6729-GDNGC,Yes,No
6198-ZFIOJ,No,No
5989-OMNJE,Yes,Yes
4566-QVRRW,No,No
1291-CUOCY,Yes,Yes
9795-SHUHB,No,No
3230-IUALN,Yes,Yes
0042-RLHYP,No internet service,No internet service
8519-IMDHU,No,Yes
4945-RVMTE,Yes,No
0201-OAMXR,Yes,Yes
1866-NXPSP,No,Yes
3372-KWFBM,Yes,No
7831-QGOXH,Yes,No
6393-WRYZE,Yes,Yes
3941-XTSKM,No,Yes
1661-CZBAU,No,Yes
6599-RCLCJ,Yes,Yes
9831-BPFRI,No,No
5158-RIVOP,No internet service,No internet service
9788-YTFGE,No internet service,No internet service
9277-JOOMO,No internet service,No internet service
1907-YLNYW,No,Yes
1725-MIMXW,No internet service,No internet service
8947-YRTDV,No,Yes
3161-ONRWK,No,No
0114-RSRRW,No internet service,No internet service
4565-NLZBV,No internet service,No internet service
0031-PVLZI,No internet service,No internet service
7206-GZCDC,No,No
6682-VCIXC,Yes,No
4791-QRGMF,Yes,Yes
6475-VHUIZ,No,No
3910-MRQOY,No internet service,No internet service
0661-WCQNQ,No,No
7537-RBWEA,No,No
4656-CAURT,No internet service,No internet service
0121-SNYRK,No,No
1768-ZAIFU,No,No
4671-LXRDQ,No,No
3733-LSYCE,No,No
6265-FRMTQ,No internet service,No internet service
1934-SJVJK,No internet service,No internet service
3838-OZURD,Yes,Yes
1371-DWPAZ,Yes,No
9269-CQOOL,Yes,No
2017-CCBLH,No internet service,No internet service
7690-KPNCU,Yes,Yes
0536-BGFMZ,No internet service,No internet service
2293-IJWPS,Yes,Yes
2845-HSJCY,No,Yes
5469-NUJUR,No internet service,No internet service
1184-PJVDB,Yes,No
2625-TRCZQ,Yes,Yes
4102-HLENU,No,No
7266-GSSJX,No internet service,No internet service
7722-VJRQD,Yes,Yes
7073-QETQY,No internet service,No internet service
9415-DPEWS,Yes,No
5624-RYAMH,No internet service,No internet service
0196-JTUQI,No,No
7130-YXBRO,Yes,Yes
9272-LSVYH,No,No
7943-RQCHR,Yes,Yes
3793-MMFUH,Yes,Yes
3249-ZPQRG,No,No
2568-BRGYX,No,No
3084-DOWLE,Yes,Yes
1084-MNSMJ,Yes,Yes
7721-JXEAW,No,Yes
7249-WBIYX,Yes,No
4238-HFHSN,No,No
6250-CGGUN,No,No
5478-JJVZK,No,No
7596-IIWYC,No internet service,No internet service
6567-HOOPW,Yes,No
9793-WECQC,Yes,Yes
4291-HPAXL,No internet service,No internet service
8999-YPYBV,Yes,Yes
1839-FBNFR,No internet service,No internet service
3164-AALRN,Yes,Yes
3071-MVJCD,Yes,No
1697-BCSHV,Yes,No
0562-KBDVM,No,No
1131-SUEKT,Yes,Yes
3717-OEAUQ,No,No
4538-WNTMJ,No internet service,No internet service
3334-CTHOL,No,No
4704-ERYFC,No,No
9432-RUVSL,Yes,Yes
8060-HIWJJ,Yes,Yes
7684-XSZIY,No internet service,No internet service
9089-UOWJG,Yes,No
8621-MNIHH,No,Yes
8039-ACLPL,No,Yes
9885-AIBVB,No,No
1934-MKPXS,No internet service,No internet service
2592-YKDIF,No internet service,No internet service
2272-JKMSI,Yes,Yes
0471-LVHGK,Yes,Yes
9518-RWHZL,Yes,Yes
8714-CTZJW,No,Yes
3569-EDBPQ,No,No
3131-NWVFJ,No internet service,No internet service
7521-YXVZY,No internet service,No internet service
5419-CONWX,Yes,Yes
6240-EURKS,No,Yes
2373-NTKOD,Yes,Yes
1970-KKFWL,No internet service,No internet service
6960-HVYXR,No,No
9337-SRRNI,No internet service,No internet service
0895-UADGO,No,Yes
5678-VFNEQ,Yes,Yes
5977-CKHON,No,Yes
7024-OHCCK,Yes,Yes
2692-BUCFV,Yes,Yes
7861-UVUFT,Yes,No
1830-GGFNM,No,No
5302-BDJNT,Yes,No
5223-UZAVK,Yes,Yes
4859-ZSRDZ,Yes,Yes
5651-WYIPH,No,No
9350-VLHMB,No,Yes
3498-LZGQZ,No internet service,No internet service
8785-CJSHH,Yes,Yes
5357-TZHPP,No,Yes
3870-SPZSI,Yes,Yes
0680-DFNNY,Yes,Yes
7560-QRBXH,No internet service,No internet service
7077-XJMET,Yes,Yes
8752-GHJFU,No,No
6896-SRVYQ,No,No
7767-UXAGJ,No,No
4652-ODEVH,No internet service,No internet service
6510-UPNKS,No internet service,No internet service
6718-BDGHG,Yes,No
9046-DQMTP,No internet service,No internet service
6439-LAJXL,Yes,No
1571-SAVHK,Yes,Yes
9052-VKDUW,Yes,Yes
9546-CQJSU,Yes,No
1666-JZPZT,No,No
5777-KJIRB,No,No
0506-LVNGN,No,No
7677-SJJJK,No internet service,No internet service
2480-EJWYP,Yes,Yes
3253-HKOKL,Yes,Yes
7055-HNEOJ,No,No
5514-YQENT,Yes,Yes
3211-AAPKX,Yes,Yes
8445-DNBAE,No,No
2951-QOQTK,No,No
2958-NHPPS,No internet service,No internet service
6806-YDEUL,No internet service,No internet service
1735-XMJVH,No internet service,No internet service
6890-PFRQX,Yes,No
0222-CNVPT,Yes,Yes
5899-OUVKV,Yes,Yes
8681-ICONS,No internet service,No internet service
1621-YNCJH,No,Yes
3473-XIIIT,Yes,Yes
6362-QHAFM,Yes,Yes
7893-IXHRQ,No internet service,No internet service
3070-BDOQC,Yes,Yes
2952-QAYZF,No,No
6234-PFPXL,Yes,No
9824-QCJPK,No internet service,No internet service
4763-PGDPO,No,No
4283-IVYCI,No,Yes
1866-OBPNR,No,No
8205-MQUGY,No,No
8970-ANWXO,Yes,Yes
9480-BQJEI,No,Yes
5394-SVGJV,Yes,Yes
6979-TNDEU,No internet service,No internet service
9777-WJJPR,Yes,No
9283-LZQOH,No,No
7079-QRCBC,Yes,Yes
9495-SKLKD,No,Yes
6048-UWKAL,Yes,Yes
5067-DGXLL,No internet service,No internet service
5469-CTCWN,Yes,Yes
9851-QXEEQ,Yes,Yes
6281-FKEWS,Yes,Yes
8898-KASCD,No,No
9242-TKFSV,Yes,Yes
9290-SHCMB,Yes,Yes
0743-HNPFG,No,Yes
2277-BKJKN,Yes,Yes
9809-IMGCQ,Yes,Yes
5208-HFSBT,No,No
5035-PGZXH,Yes,Yes
8695-WDYEA,No,No
6543-JXSOO,No,No
8016-ZMGMO,Yes,No
8605-ITULD,No internet service,No internet service
3254-YRILK,Yes,No
6416-YJTTB,No,No
2667-WYLWJ,No internet service,No internet service
4472-VESGY,No,Yes
3195-TQDZX,No internet service,No internet service
3128-YOVTD,No,No
0529-ONKER,No,No
1728-CXQBE,No,Yes
7041-TXQJH,No,Yes
5014-GSOUQ,No internet service,No internet service
5724-BIDBU,No,No
0481-SUMCB,Yes,Yes
1769-GRUIK,No,No
5240-IJOQT,No,No
8819-WFGGJ,Yes,Yes
7427-AUFPY,No internet service,No internet service
2811-POVEX,No,Yes
1092-GANHU,No,No
7898-PDWQE,No,Yes
9972-EWRJS,No internet service,No internet service
9314-IJWSQ,Yes,No
0661-XEYAN,No,No
5799-JRCZO,No internet service,No internet service
1921-KYSAY,No,Yes
6198-RTPMF,Yes,Yes
2924-KHUVI,Yes,Yes
1925-GMVBW,No internet service,No internet service
7881-EVUAD,No,Yes
6184-DYUOB,No internet service,No internet service
9207-ZPANB,No,No
5766-XQXMQ,No,Yes
9327-QSDED,No,No
1656-DRSMG,Yes,Yes
3012-VFFMN,No internet service,No internet service
2984-AFWNC,Yes,Yes
0640-YJTPY,No internet service,No internet service
8096-LOIST,No,Yes
9764-REAFF,No internet service,No internet service
3703-VAVCL,No,Yes
7107-UBYKY,No internet service,No internet service
4881-GQJTW,No internet service,No internet service
8519-QJGJD,No,No
7876-DNYAP,No internet service,No internet service
7905-NJMXS,No,No
2882-WDTBA,Yes,No
2091-GPPIQ,Yes,Yes
6326-MTTXK,Yes,Yes
5071-FBJFS,No,No
2796-UUZZO,No,No
2429-AYKKO,No internet service,No internet service
9798-OPFEM,No internet service,No internet service
0330-IVZHA,No,No
3794-NFNCH,No,No
5193-QLVZB,Yes,Yes
7114-AEOZE,No internet service,No internet service
2886-KEFUM,Yes,Yes
5522-NYKPB,Yes,No
4237-RLAQD,No,No
9957-YODKZ,No,No
6518-KZXCB,No internet service,No internet service
2245-ADZFJ,Yes,Yes
7776-QGYJC,No,No
9313-QOLTZ,No internet service,No internet service
9651-GTSAQ,Yes,Yes
3186-BAXNB,Yes,No
4672-FOTSD,No,No
0637-YLETY,No,Yes
9818-XQCUV,No internet service,No internet service
7338-ERIVA,Yes,No
1157-BQCUW,No,No
8259-NFJTV,No,No
3223-DWFIO,No,No
2660-EMUBI,Yes,Yes
6968-GMKPR,No,No
4751-ERMAN,Yes,Yes
1436-ZMJAN,Yes,Yes
3292-PBZEJ,Yes,Yes
0799-DDIHE,No,No
3070-FNFZQ,No internet service,No internet service
2812-SFXMJ,No internet service,No internet service
7675-OZCZG,No,No
5014-WUQMG,No,Yes
5312-TSZVC,No internet service,No internet service
2003-CKLOR,Yes,Yes
0993-OSGPT,No,No
9254-RBFON,Yes,Yes
1205-WNWPJ,Yes,No
9391-EOYLI,No,Yes
7108-DGVUU,No,Yes
2782-JEEBU,No,No
5127-BZENZ,Yes,No
2720-FVBQP,No,No
9906-NHHVC,Yes,Yes
4522-XRWWI,Yes,Yes
3766-EJLFL,Yes,Yes
5939-SXWHM,No internet service,No internet service
8152-UOBNY,Yes,Yes
7351-KYHQH,Yes,No
7643-RCHXS,No internet service,No internet service
8246-SHFGA,No internet service,No internet service
8387-MOJJT,Yes,No
0620-XEFWH,No internet service,No internet service
6485-QXWWE,No internet service,No internet service
2761-OCIAX,No,No
7321-VGNKU,No,No
5327-CNLUQ,Yes,No
7552-KEYGT,No internet service,No internet service
5816-JMLGY,Yes,Yes
3068-OMWZA,Yes,No
2927-QRRQV,Yes,No
6032-KRXXO,Yes,Yes
7459-RRWQZ,No,Yes
6265-SXWBU,Yes,No
7941-RCJOW,No internet service,No internet service
6374-NTQLP,Yes,Yes
4154-AQUGT,No,Yes
2387-KDZQY,No internet service,No internet service
3584-WKTTW,Yes,Yes
3399-BMLVW,No,No
1971-DTCZB,Yes,Yes
3092-IGHWF,No,No
3374-PZLXD,No internet service,No internet service
3813-DHBBB,No,Yes
2812-REYAT,No internet service,No internet service
6518-PPLMZ,No internet service,No internet service
4939-KYYPY,No,No
8017-LXHFA,Yes,Yes
5930-GBIWP,No,Yes
6022-KOUQO,No,No
6352-TWCAU,Yes,No
2361-UPSND,No,Yes
6035-RIIOM,Yes,Yes
2929-QNSRW,Yes,Yes
1262-OPMFY,No,No
9504-DSHWM,No,No
5035-BVCXS,No,No
6267-DCFFZ,Yes,No
3533-UVMOM,No,Yes
2439-LYPMQ,Yes,Yes
4248-QPAVC,No,No
1899-VXWXM,Yes,Yes
1478-VPOAD,No,No
9995-HOTOH,Yes,Yes
2988-PLAHS,Yes,Yes
1371-OJCEK,No internet service,No internet service
4999-IEZLT,No,No
8883-ANODQ,No,No
4690-LLKUA,No,No
2351-RRBUE,No internet service,No internet service
5980-BDHPY,Yes,Yes
1498-DQNRX,No internet service,No internet service
9469-WEJBT,No,Yes
3331-HQDTW,Yes,Yes
9490-DFPMD,Yes,No
2581-VKIRT,No,No
5442-XSDCW,Yes,No
7426-WEIJX,No,No
2851-MMUTZ,No,No
3049-NDXFL,No,Yes
8580-AECUZ,Yes,No
3307-TLCUD,No,No
6625-FLENO,No internet service,No internet service
2967-MXRAV,No internet service,No internet service
7963-GQRMY,No,No
8189-HBVRW,No,No
4163-KIUHY,No internet service,No internet service
1228-FZFRV,Yes,Yes
3500-NSDOA,No,Yes
1171-TYKUR,No internet service,No internet service
3761-FLYZI,Yes,Yes
2058-DCJBE,No,No
5364-XYIRR,Yes,Yes
4829-AUOAX,Yes,Yes
1219-NNDDO,No,No
8388-DMKAE,No internet service,No internet service
4403-BWPAY,No internet service,No internet service
9659-QEQSY,Yes,Yes
5405-ZMYXQ,No,No
5047-LHVLY,No,No
1442-OKRJE,Yes,Yes
4737-AQCPU,No,No
9158-VCTQB,Yes,Yes
2808-CHTDM,No internet service,No internet service
6311-UEUME,Yes,No
0793-TWELN,No,No
3283-WCWXT,No internet service,No internet service
1060-ENTOF,No,Yes
0999-QXNSA,No,No
5451-MHQOF,No internet service,No internet service
4836-WNFNO,No internet service,No internet service
9225-BZLNZ,Yes,Yes
0354-VXMJC,No internet service,No internet service
4422-QVIJA,No,No
9365-SRSZE,No,No
6839-ITVZJ,No,No
8332-OSJDW,No internet service,No internet service
4735-BJKOU,No internet service,No internet service
0274-JKUJR,Yes,Yes
5740-YHGTW,Yes,No
8917-SZTTJ,No internet service,No internet service
1696-MZVAU,No,No
7359-WWYJV,Yes,Yes
0375-HVGXO,Yes,No
4906-ZHGPK,Yes,No
8593-WHYHV,No,Yes
3795-GWTRD,Yes,No
1298-PHBTI,No,No
6223-DHJGV,No internet service,No internet service
6961-MJKBO,No internet service,No internet service
6097-EQISJ,Yes,Yes
4423-YLHDV,Yes,Yes
8158-WPEZG,No,No
0107-YHINA,Yes,Yes
4918-FYJNT,No,No
0727-BNRLG,Yes,No
4854-CIDCF,No,No
8640-SDGKB,Yes,Yes
3280-MRDOF,Yes,No
6435-SRWBJ,No,No
9964-WBQDJ,No internet service,No internet service
6303-KFWSL,No,No
1702-CCFNJ,No,No
8932-CZHRQ,No,Yes
0386-CWRGM,No internet service,No internet service
5515-RUGKN,No,Yes
0404-AHASP,No internet service,No internet service
7279-NMVJC,No internet service,No internet service
2081-VEYEH,Yes,Yes
6407-UTSLV,Yes,No
4116-TZAQJ,No,No
9060-HJJRW,Yes,Yes
2587-YNLES,No internet service,No internet service
7398-SKNQZ,Yes,Yes
5935-FCCNB,Yes,Yes
1958-RNRKS,No,No
5136-RGMZO,Yes,No
8345-MVDYC,Yes,Yes
8226-BXGES,No,No
3877-JRJIP,Yes,No
8375-DKEBR,No,No
9705-IOVQQ,Yes,Yes
1015-OWJKI,No internet service,No internet service
7511-YMXVQ,Yes,Yes
2040-XBAVJ,Yes,Yes
7551-JOHTI,No internet service,No internet service
8887-IPQNC,No,No
8646-JCOMS,No,No
9804-ICWBG,No,No
1222-KJNZD,No internet service,No internet service
0106-GHRQR,No,Yes
5318-IXUZF,Yes,No
3768-VHXQO,No internet service,No internet service
8952-WCVCD,Yes,Yes
2418-TPEUN,No internet service,No internet service
3963-RYFNS,Yes,Yes
3198-VELRD,No,Yes
8540-ZQGEA,No internet service,No internet service
1320-REHCS,Yes,Yes
4137-JOPHL,No,Yes
9436-ZBZCT,Yes,No
7801-CEDNV,No,No
2057-BOYKM,No,No
3658-QQJYD,Yes,Yes
